Date,Time,CO(GT),CO ppm,C6H6(GT),C6H6 ppm,,
12/26/2004,12:00:00,1.6,1.397,5.7,0.00179,,
12/26/2004,13:00:00,1.8,1.571,5.8,0.00182,,
12/26/2004,14:00:00,1,0.873,2.7,0.00084,,
12/26/2004,15:00:00,0.8,0.698,2.2,0.00068,,
12/26/2004,16:00:00,1.4,1.222,5.8,0.00181,,
12/26/2004,17:00:00,2.1,1.833,6.9,0.00216,,
12/26/2004,18:00:00,2.3,2.008,9.1,0.00283,,
12/26/2004,19:00:00,3.5,3.055,14.0,0.00438,,
12/26/2004,20:00:00,3.8,3.317,13.1,0.00411,,
12/26/2004,21:00:00,2.4,2.095,7.2,0.00226,,
12/26/2004,22:00:00,1,0.873,3.8,0.00120,,
12/26/2004,23:00:00,1.3,1.135,5.2,0.00164,,
12/27/2004,0:00:00,2.3,2.008,7.4,0.00231,,
12/27/2004,1:00:00,1.5,1.309,3.9,0.00122,,
12/27/2004,2:00:00,1.1,0.960,2.7,0.00083,,
12/27/2004,3:00:00,0.6,0.524,1.5,0.00048,,
12/27/2004,4:00:00,0.7,0.611,1.3,0.00040,,
12/27/2004,5:00:00,0.4,0.349,0.7,0.00021,,
12/27/2004,6:00:00,0.5,0.436,1.4,0.00043,,
12/27/2004,7:00:00,0.8,0.698,3.0,0.00094,,
12/27/2004,8:00:00,1.9,1.659,9.1,0.00285,,
12/27/2004,9:00:00,2.3,2.008,10.0,0.00314,,
12/27/2004,10:00:00,1.9,1.659,8.6,0.00271,,
12/27/2004,11:00:00,1.6,1.397,6.4,0.00201,,
12/27/2004,12:00:00,1.4,1.222,6.2,0.00195,,
12/27/2004,13:00:00,1.5,1.309,5.7,0.00180,,
12/27/2004,14:00:00,1.4,1.222,5.0,0.00156,,
12/27/2004,15:00:00,2,1.746,8.0,0.00250,,
12/27/2004,16:00:00,2.5,2.182,10.5,0.00328,,
12/27/2004,17:00:00,2.2,1.920,6.9,0.00217,,
12/27/2004,18:00:00,2,1.746,7.8,0.00244,,
12/27/2004,19:00:00,2.1,1.833,8.0,0.00250,,
12/27/2004,20:00:00,2.1,1.833,8.1,0.00254,,
12/27/2004,21:00:00,2.1,1.833,7.5,0.00233,,
12/27/2004,22:00:00,1.6,1.397,6.0,0.00188,,
12/27/2004,23:00:00,1.1,0.960,3.2,0.00100,,
12/28/2004,0:00:00,1.2,1.047,4.1,0.00128,,
12/28/2004,1:00:00,-200,-174.581,3.1,0.00097,,
12/28/2004,2:00:00,-200,-174.581,2.9,0.00092,,
12/28/2004,3:00:00,-200,-174.581,3.0,0.00095,,
12/28/2004,4:00:00,-200,-174.581,2.5,0.00080,,
12/28/2004,5:00:00,-200,-174.581,0.9,0.00027,,
12/28/2004,6:00:00,-200,-174.581,1.8,0.00058,,
12/28/2004,7:00:00,-200,-174.581,6.6,0.00206,,
12/28/2004,8:00:00,-200,-174.581,15.3,0.00479,,
12/28/2004,9:00:00,-200,-174.581,23.4,0.00733,,
12/28/2004,10:00:00,-200,-174.581,15.3,0.00480,,
12/28/2004,11:00:00,-200,-174.581,9.2,0.00287,,
12/28/2004,12:00:00,-200,-174.581,10.4,0.00326,,
12/28/2004,13:00:00,-200,-174.581,14.8,0.00464,,
12/28/2004,14:00:00,-200,-174.581,14.6,0.00459,,
12/28/2004,15:00:00,-200,-174.581,10.7,0.00335,,
12/28/2004,16:00:00,-200,-174.581,15.5,0.00485,,
12/28/2004,17:00:00,-200,-174.581,14.9,0.00465,,
12/28/2004,18:00:00,-200,-174.581,12.4,0.00387,,
12/28/2004,19:00:00,-200,-174.581,11.2,0.00349,,
12/28/2004,20:00:00,-200,-174.581,11.3,0.00354,,
12/28/2004,21:00:00,-200,-174.581,12.9,0.00404,,
12/28/2004,22:00:00,-200,-174.581,6.4,0.00199,,
12/28/2004,23:00:00,-200,-174.581,3.6,0.00112,,
12/29/2004,0:00:00,-200,-174.581,2.9,0.00090,,
12/29/2004,1:00:00,-200,-174.581,2.8,0.00089,,
12/29/2004,2:00:00,-200,-174.581,2.8,0.00086,,
12/29/2004,3:00:00,-200,-174.581,2.2,0.00069,,
12/29/2004,4:00:00,-200,-174.581,1.0,0.00032,,
12/29/2004,5:00:00,-200,-174.581,1.4,0.00043,,
12/29/2004,6:00:00,-200,-174.581,1.6,0.00049,,
12/29/2004,7:00:00,-200,-174.581,2.0,0.00064,,
12/29/2004,8:00:00,-200,-174.581,3.4,0.00107,,
12/29/2004,9:00:00,-200,-174.581,2.9,0.00090,,
12/29/2004,10:00:00,-200,-174.581,3.0,0.00094,,
12/29/2004,11:00:00,-200,-174.581,3.3,0.00102,,
12/29/2004,12:00:00,-200,-174.581,4.3,0.00135,,
12/29/2004,13:00:00,-200,-174.581,5.5,0.00171,,
12/29/2004,14:00:00,-200,-174.581,4.5,0.00141,,
12/29/2004,15:00:00,-200,-174.581,4.1,0.00130,,
12/29/2004,16:00:00,-200,-174.581,4.5,0.00139,,
12/29/2004,17:00:00,-200,-174.581,4.9,0.00154,,
12/29/2004,18:00:00,-200,-174.581,9.0,0.00283,,
12/29/2004,19:00:00,-200,-174.581,9.0,0.00282,,
12/29/2004,20:00:00,-200,-174.581,7.2,0.00225,,
12/29/2004,21:00:00,-200,-174.581,4.7,0.00148,,
12/29/2004,22:00:00,-200,-174.581,3.3,0.00103,,
12/29/2004,23:00:00,-200,-174.581,2.7,0.00084,,
12/30/2004,0:00:00,-200,-174.581,2.2,0.00069,,
12/30/2004,1:00:00,-200,-174.581,2.8,0.00088,,
12/30/2004,2:00:00,-200,-174.581,1.8,0.00056,,
12/30/2004,3:00:00,-200,-174.581,1.5,0.00047,,
12/30/2004,4:00:00,-200,-174.581,0.9,0.00030,,
12/30/2004,5:00:00,-200,-174.581,1.1,0.00033,,
12/30/2004,6:00:00,-200,-174.581,0.7,0.00023,,
12/30/2004,7:00:00,-200,-174.581,1.4,0.00043,,
12/30/2004,8:00:00,-200,-174.581,6.2,0.00195,,
12/30/2004,9:00:00,-200,-174.581,6.1,0.00191,,
12/30/2004,10:00:00,-200,-174.581,5.0,0.00157,,
12/30/2004,11:00:00,-200,-174.581,4.1,0.00128,,
12/30/2004,12:00:00,-200,-174.581,4.4,0.00139,,
12/30/2004,13:00:00,-200,-174.581,4.6,0.00143,,
12/30/2004,14:00:00,-200,-174.581,4.3,0.00134,,
12/30/2004,15:00:00,-200,-174.581,3.6,0.00113,,
12/30/2004,16:00:00,-200,-174.581,5.6,0.00176,,
12/30/2004,17:00:00,-200,-174.581,4.8,0.00149,,
12/30/2004,18:00:00,-200,-174.581,8.1,0.00253,,
12/30/2004,19:00:00,-200,-174.581,5.2,0.00163,,
12/30/2004,20:00:00,-200,-174.581,10.2,0.00320,,
12/30/2004,21:00:00,-200,-174.581,5.5,0.00172,,
12/30/2004,22:00:00,-200,-174.581,3.1,0.00098,,
12/30/2004,23:00:00,-200,-174.581,4.2,0.00133,,
12/31/2004,0:00:00,-200,-174.581,6.2,0.00195,,
12/31/2004,1:00:00,-200,-174.581,4.8,0.00149,,
12/31/2004,2:00:00,-200,-174.581,3.0,0.00095,,
12/31/2004,3:00:00,-200,-174.581,1.2,0.00039,,
12/31/2004,4:00:00,-200,-174.581,0.4,0.00013,,
12/31/2004,5:00:00,-200,-174.581,0.4,0.00012,,
12/31/2004,6:00:00,-200,-174.581,0.6,0.00018,,
12/31/2004,7:00:00,-200,-174.581,1.1,0.00033,,
12/31/2004,8:00:00,-200,-174.581,1.6,0.00050,,
12/31/2004,9:00:00,-200,-174.581,3.1,0.00096,,
12/31/2004,10:00:00,-200,-174.581,5.6,0.00175,,
12/31/2004,11:00:00,-200,-174.581,4.5,0.00140,,
12/31/2004,12:00:00,-200,-174.581,3.8,0.00117,,
12/31/2004,13:00:00,-200,-174.581,6.2,0.00194,,
12/31/2004,14:00:00,-200,-174.581,5.6,0.00176,,
12/31/2004,15:00:00,-200,-174.581,4.1,0.00129,,
12/31/2004,16:00:00,-200,-174.581,5.6,0.00176,,
12/31/2004,17:00:00,-200,-174.581,7.6,0.00238,,
12/31/2004,18:00:00,-200,-174.581,6.1,0.00191,,
12/31/2004,19:00:00,-200,-174.581,5.3,0.00167,,
12/31/2004,20:00:00,-200,-174.581,5.3,0.00167,,
12/31/2004,21:00:00,-200,-174.581,5.5,0.00174,,
12/31/2004,22:00:00,-200,-174.581,5.6,0.00174,,
12/31/2004,23:00:00,-200,-174.581,4.6,0.00145,,
1/1/2005,0:00:00,-200,-174.581,4.2,0.00133,,
1/1/2005,1:00:00,1.6,1.397,8.8,0.00274,,
1/1/2005,2:00:00,2.5,2.182,7.5,0.00235,,
1/1/2005,3:00:00,2.7,2.357,7.6,0.00237,,
1/1/2005,4:00:00,1.9,1.659,5.6,0.00174,,
1/1/2005,5:00:00,1.4,1.222,4.8,0.00150,,
1/1/2005,6:00:00,1.5,1.309,5.3,0.00165,,
1/1/2005,7:00:00,1.4,1.222,4.5,0.00140,,
1/1/2005,8:00:00,1.1,0.960,3.0,0.00094,,
1/1/2005,9:00:00,1.0,0.873,3.0,0.00092,,
1/1/2005,10:00:00,1.2,1.047,4.7,0.00147,,
1/1/2005,11:00:00,1.7,1.484,5.4,0.00168,,
1/1/2005,12:00:00,2.3,2.008,7.4,0.00232,,
1/1/2005,13:00:00,2.2,1.920,8.4,0.00262,,
1/1/2005,14:00:00,2.4,2.095,8.9,0.00277,,
1/1/2005,15:00:00,2.2,1.920,7.9,0.00248,,
1/1/2005,16:00:00,2.1,1.833,7.7,0.00240,,
1/1/2005,17:00:00,3.0,2.619,12.1,0.00378,,
1/1/2005,18:00:00,4.7,4.103,16.6,0.00519,,
1/1/2005,19:00:00,3.6,3.142,11.4,0.00357,,
1/1/2005,20:00:00,2.5,2.182,7.9,0.00249,,
1/1/2005,21:00:00,2.3,2.008,8.1,0.00255,,
1/1/2005,22:00:00,2.1,1.833,6.4,0.00200,,
1/1/2005,23:00:00,1.7,1.484,5.2,0.00163,,
1/2/2005,0:00:00,1.8,1.571,5.2,0.00164,,
1/2/2005,1:00:00,1.6,1.397,4.3,0.00134,,
1/2/2005,2:00:00,1.3,1.135,3.6,0.00111,,
1/2/2005,3:00:00,1.3,1.135,4.5,0.00141,,
1/2/2005,4:00:00,1.3,1.135,3.3,0.00105,,
1/2/2005,5:00:00,1.1,0.960,2.7,0.00085,,
1/2/2005,6:00:00,1.0,0.873,2.4,0.00075,,
1/2/2005,7:00:00,1.0,0.873,2.6,0.00083,,
1/2/2005,8:00:00,1.2,1.047,3.4,0.00105,,
1/2/2005,9:00:00,1.3,1.135,3.9,0.00121,,
1/2/2005,10:00:00,1.6,1.397,4.9,0.00154,,
1/2/2005,11:00:00,2.2,1.920,7.5,0.00235,,
1/2/2005,12:00:00,2.2,1.920,7.1,0.00222,,
1/2/2005,13:00:00,2.8,2.444,9.6,0.00300,,
1/2/2005,14:00:00,2.1,1.833,6.5,0.00205,,
1/2/2005,15:00:00,1.6,1.397,5.5,0.00174,,
1/2/2005,16:00:00,2.8,2.444,10.5,0.00330,,
1/2/2005,17:00:00,2.6,2.270,8.9,0.00279,,
1/2/2005,18:00:00,2.8,2.444,8.8,0.00275,,
1/2/2005,19:00:00,2.9,2.531,10.5,0.00329,,
1/2/2005,20:00:00,3.4,2.968,13.0,0.00407,,
1/2/2005,21:00:00,2.9,2.531,-200.0,-0.06260,,
1/2/2005,22:00:00,3.2,2.793,-200.0,-0.06260,,
1/2/2005,23:00:00,3.1,2.706,-200.0,-0.06260,,
1/3/2005,0:00:00,3.0,2.619,-200.0,-0.06260,,
1/3/2005,1:00:00,3.4,2.968,-200.0,-0.06260,,
1/3/2005,2:00:00,3.0,2.619,-200.0,-0.06260,,
1/3/2005,3:00:00,2.7,2.357,-200.0,-0.06260,,
1/3/2005,4:00:00,-200,-174.581,-200.0,-0.06260,,
1/3/2005,5:00:00,1.1,0.960,-200.0,-0.06260,,
1/3/2005,6:00:00,1.4,1.222,-200.0,-0.06260,,
1/3/2005,7:00:00,1.8,1.571,-200.0,-0.06260,,
1/3/2005,8:00:00,3.6,3.142,-200.0,-0.06260,,
1/3/2005,9:00:00,3.1,2.706,-200.0,-0.06260,,
1/3/2005,10:00:00,1.9,1.659,-200.0,-0.06260,,
1/3/2005,11:00:00,1.7,1.484,-200.0,-0.06260,,
1/3/2005,12:00:00,1.7,1.484,-200.0,-0.06260,,
1/3/2005,13:00:00,1.6,1.397,-200.0,-0.06260,,
1/3/2005,14:00:00,1.6,1.397,-200.0,-0.06260,,
1/3/2005,15:00:00,1.7,1.484,-200.0,-0.06260,,
1/3/2005,16:00:00,2.2,1.920,-200.0,-0.06260,,
1/3/2005,17:00:00,3.3,2.881,-200.0,-0.06260,,
1/3/2005,18:00:00,3.9,3.404,-200.0,-0.06260,,
1/3/2005,19:00:00,5.0,4.365,-200.0,-0.06260,,
1/3/2005,20:00:00,4.2,3.666,-200.0,-0.06260,,
1/3/2005,21:00:00,3.2,2.793,-200.0,-0.06260,,
1/3/2005,22:00:00,1.7,1.484,-200.0,-0.06260,,
1/3/2005,23:00:00,1.5,1.309,-200.0,-0.06260,,
1/4/2005,0:00:00,1.3,1.135,-200.0,-0.06260,,
1/4/2005,1:00:00,1.2,1.047,-200.0,-0.06260,,
1/4/2005,2:00:00,1.3,1.135,-200.0,-0.06260,,
1/4/2005,3:00:00,0.8,0.698,-200.0,-0.06260,,
1/4/2005,4:00:00,0.6,0.524,-200.0,-0.06260,,
1/4/2005,5:00:00,0.8,0.698,-200.0,-0.06260,,
1/4/2005,6:00:00,0.9,0.786,-200.0,-0.06260,,
1/4/2005,7:00:00,1.1,0.960,-200.0,-0.06260,,
1/4/2005,8:00:00,3.4,2.968,-200.0,-0.06260,,
1/4/2005,9:00:00,3.6,3.142,-200.0,-0.06260,,
1/4/2005,10:00:00,3.1,2.706,-200.0,-0.06260,,
1/4/2005,11:00:00,3.3,2.881,-200.0,-0.06260,,
1/4/2005,12:00:00,3.4,2.968,-200.0,-0.06260,,
1/4/2005,13:00:00,2.8,2.444,-200.0,-0.06260,,
1/4/2005,14:00:00,2.6,2.270,-200.0,-0.06260,,
1/4/2005,15:00:00,3.0,2.619,-200.0,-0.06260,,
1/4/2005,16:00:00,2.9,2.531,-200.0,-0.06260,,
1/4/2005,17:00:00,3.8,3.317,-200.0,-0.06260,,
1/4/2005,18:00:00,3.8,3.317,-200.0,-0.06260,,
1/4/2005,19:00:00,3.6,3.142,-200.0,-0.06260,,
1/4/2005,20:00:00,4.5,3.928,-200.0,-0.06260,,
1/4/2005,21:00:00,3.7,3.230,-200.0,-0.06260,,
1/4/2005,22:00:00,2.4,2.095,-200.0,-0.06260,,
1/4/2005,23:00:00,1.7,1.484,-200.0,-0.06260,,
1/5/2005,0:00:00,1.7,1.484,-200.0,-0.06260,,
1/5/2005,1:00:00,1.7,1.484,5.6,0.00175,,
1/5/2005,2:00:00,1.9,1.659,8.1,0.00252,,
1/5/2005,3:00:00,2.0,1.746,8.5,0.00267,,
1/5/2005,4:00:00,2.0,1.746,7.7,0.00243,,
1/5/2005,5:00:00,1.7,1.484,6.8,0.00214,,
1/5/2005,6:00:00,1.8,1.571,8.1,0.00254,,
1/5/2005,7:00:00,2.2,1.920,11.1,0.00348,,
1/5/2005,8:00:00,3.7,3.230,16.4,0.00515,,
1/5/2005,9:00:00,4.8,4.190,21.6,0.00677,,
1/5/2005,10:00:00,4.8,4.190,19.3,0.00604,,
1/5/2005,11:00:00,5.2,4.539,22.9,0.00718,,
1/5/2005,12:00:00,5.9,5.150,25.3,0.00793,,
1/5/2005,13:00:00,5.9,5.150,25.2,0.00788,,
1/5/2005,14:00:00,3.1,2.706,13.2,0.00413,,
1/5/2005,15:00:00,2.6,2.270,13.9,0.00434,,
1/5/2005,16:00:00,2.8,2.444,13.8,0.00433,,
1/5/2005,17:00:00,2.8,2.444,13.5,0.00421,,
1/5/2005,18:00:00,2.8,2.444,13.5,0.00421,,
1/5/2005,19:00:00,3.1,2.706,15.0,0.00469,,
1/5/2005,20:00:00,3.3,2.881,14.9,0.00467,,
1/5/2005,21:00:00,2.7,2.357,11.9,0.00372,,
1/5/2005,22:00:00,2.3,2.008,9.2,0.00288,,
1/5/2005,23:00:00,1.6,1.397,6.0,0.00186,,
1/6/2005,0:00:00,1.6,1.397,5.6,0.00177,,
1/6/2005,1:00:00,1.7,1.484,5.4,0.00170,,
1/6/2005,2:00:00,1.6,1.397,5.4,0.00169,,
1/6/2005,3:00:00,1.4,1.222,3.5,0.00109,,
1/6/2005,4:00:00,-200,-174.581,2.5,0.00079,,
1/6/2005,5:00:00,0.9,0.786,3.4,0.00108,,
1/6/2005,6:00:00,0.8,0.698,1.8,0.00056,,
1/6/2005,7:00:00,0.7,0.611,2.6,0.00083,,
1/6/2005,8:00:00,1.1,0.960,4.0,0.00126,,
1/6/2005,9:00:00,1.5,1.309,6.2,0.00195,,
1/6/2005,10:00:00,1.5,1.309,5.8,0.00182,,
1/6/2005,11:00:00,1.6,1.397,6.3,0.00197,,
1/6/2005,12:00:00,1.6,1.397,5.9,0.00183,,
1/6/2005,13:00:00,2.0,1.746,8.5,0.00267,,
1/6/2005,14:00:00,1.7,1.484,6.2,0.00193,,
1/6/2005,15:00:00,1.5,1.309,6.4,0.00199,,
1/6/2005,16:00:00,2.0,1.746,7.9,0.00246,,
1/6/2005,17:00:00,1.9,1.659,7.7,0.00240,,
1/6/2005,18:00:00,2.1,1.833,8.9,0.00279,,
1/6/2005,19:00:00,2.8,2.444,12.4,0.00388,,
1/6/2005,20:00:00,2.7,2.357,11.3,0.00355,,
1/6/2005,21:00:00,2.4,2.095,8.4,0.00262,,
1/6/2005,22:00:00,1.6,1.397,7.3,0.00228,,
1/6/2005,23:00:00,1.7,1.484,5.9,0.00184,,
1/7/2005,0:00:00,1.3,1.135,4.3,0.00136,,
1/7/2005,1:00:00,1.4,1.222,3.6,0.00112,,
1/7/2005,2:00:00,1.2,1.047,3.1,0.00098,,
1/7/2005,3:00:00,1.0,0.873,2.5,0.00078,,
1/7/2005,4:00:00,1.0,0.873,2.5,0.00077,,
1/7/2005,5:00:00,0.6,0.524,1.4,0.00045,,
1/7/2005,6:00:00,0.7,0.611,1.8,0.00055,,
1/7/2005,7:00:00,1.0,0.873,3.1,0.00097,,
1/7/2005,8:00:00,1.7,1.484,7.6,0.00239,,
1/7/2005,9:00:00,3.0,2.619,15.3,0.00477,,
1/7/2005,10:00:00,2.4,2.095,9.3,0.00290,,
1/7/2005,11:00:00,2.2,1.920,11.0,0.00343,,
1/7/2005,12:00:00,2.6,2.270,10.6,0.00330,,
1/7/2005,13:00:00,2.5,2.182,11.4,0.00358,,
1/7/2005,14:00:00,3.0,2.619,13.1,0.00411,,
1/7/2005,15:00:00,3.3,2.881,14.8,0.00463,,
1/7/2005,16:00:00,3.8,3.317,16.5,0.00516,,
1/7/2005,17:00:00,3.6,3.142,16.5,0.00517,,
1/7/2005,18:00:00,5.0,4.365,21.5,0.00672,,
1/7/2005,19:00:00,5.7,4.976,22.2,0.00695,,
1/7/2005,20:00:00,5.0,4.365,20.5,0.00642,,
1/7/2005,21:00:00,4.8,4.190,17.7,0.00554,,
1/7/2005,22:00:00,3.9,3.404,15.4,0.00482,,
1/7/2005,23:00:00,3.3,2.881,11.6,0.00363,,
1/8/2005,0:00:00,3.4,2.968,13.0,0.00408,,
1/8/2005,1:00:00,2.4,2.095,6.7,0.00209,,
1/8/2005,2:00:00,1.4,1.222,4.6,0.00145,,
1/8/2005,3:00:00,1.4,1.222,3.8,0.00120,,
1/8/2005,4:00:00,1.2,1.047,3.4,0.00105,,
1/8/2005,5:00:00,1.2,1.047,3.4,0.00106,,
1/8/2005,6:00:00,1.2,1.047,3.6,0.00114,,
1/8/2005,7:00:00,1.3,1.135,4.5,0.00140,,
1/8/2005,8:00:00,2.3,2.008,10.0,0.00314,,
1/8/2005,9:00:00,3.4,2.968,14.7,0.00461,,
1/8/2005,10:00:00,3.0,2.619,11.3,0.00354,,
1/8/2005,11:00:00,2.5,2.182,10.4,0.00325,,
1/8/2005,12:00:00,2.7,2.357,11.2,0.00350,,
1/8/2005,13:00:00,2.8,2.444,13.1,0.00410,,
1/8/2005,14:00:00,3.6,3.142,14.3,0.00448,,
1/8/2005,15:00:00,3.1,2.706,12.8,0.00399,,
1/8/2005,16:00:00,4.3,3.753,18.9,0.00591,,
1/8/2005,17:00:00,4.6,4.015,17.9,0.00559,,
1/8/2005,18:00:00,4.3,3.753,16.5,0.00517,,
1/8/2005,19:00:00,4.3,3.753,16.9,0.00530,,
1/8/2005,20:00:00,5.5,4.801,22.4,0.00702,,
1/8/2005,21:00:00,3.4,2.968,13.6,0.00427,,
1/8/2005,22:00:00,2.4,2.095,9.1,0.00284,,
1/8/2005,23:00:00,1.6,1.397,6.0,0.00188,,
1/9/2005,0:00:00,1.7,1.484,6.3,0.00198,,
1/9/2005,1:00:00,1.6,1.397,5.5,0.00173,,
1/9/2005,2:00:00,1.3,1.135,5.6,0.00174,,
1/9/2005,3:00:00,0.8,0.698,3.4,0.00105,,
1/9/2005,4:00:00,-200,-174.581,2.3,0.00073,,
1/9/2005,5:00:00,0.6,0.524,1.8,0.00057,,
1/9/2005,6:00:00,0.6,0.524,1.6,0.00051,,
1/9/2005,7:00:00,0.5,0.436,1.6,0.00050,,
1/9/2005,8:00:00,0.6,0.524,2.0,0.00063,,
1/9/2005,9:00:00,0.7,0.611,1.9,0.00061,,
1/9/2005,10:00:00,0.9,0.786,3.5,0.00110,,
1/9/2005,11:00:00,1.5,1.309,5.7,0.00178,,
1/9/2005,12:00:00,1.9,1.659,8.1,0.00253,,
1/9/2005,13:00:00,1.9,1.659,8.1,0.00252,,
1/9/2005,14:00:00,2.2,1.920,12.6,0.00394,,
1/9/2005,15:00:00,3.8,3.317,18.1,0.00566,,
1/9/2005,16:00:00,2.0,1.746,8.7,0.00273,,
1/9/2005,17:00:00,2.2,1.920,8.8,0.00276,,
1/9/2005,18:00:00,3.3,2.881,14.1,0.00442,,
1/9/2005,19:00:00,2.7,2.357,9.3,0.00292,,
1/9/2005,20:00:00,2.6,2.270,11.6,0.00362,,
1/9/2005,21:00:00,2.5,2.182,9.6,0.00300,,
1/9/2005,22:00:00,1.5,1.309,5.8,0.00182,,
1/9/2005,23:00:00,1.9,1.659,7.5,0.00234,,
1/10/2005,0:00:00,2.0,1.746,7.4,0.00230,,
1/10/2005,1:00:00,1.7,1.484,7.4,0.00233,,
1/10/2005,2:00:00,1.2,1.047,3.9,0.00122,,
1/10/2005,3:00:00,0.9,0.786,2.1,0.00066,,
1/10/2005,4:00:00,0.6,0.524,1.3,0.00042,,
1/10/2005,5:00:00,-200.0,-174.581,1.8,0.00057,,
1/10/2005,6:00:00,-200.0,-174.581,3.0,0.00093,,
1/10/2005,7:00:00,0.4,0.349,6.7,0.00209,,
1/10/2005,8:00:00,2.6,2.270,21.0,0.00657,,
1/10/2005,9:00:00,3.5,3.055,21.4,0.00669,,
1/10/2005,10:00:00,2.1,1.833,16.1,0.00504,,
1/10/2005,11:00:00,2.1,1.833,16.4,0.00514,,
1/10/2005,12:00:00,1.7,1.484,14.8,0.00462,,
1/10/2005,13:00:00,2.6,2.270,20.1,0.00628,,
1/10/2005,14:00:00,2.6,2.270,19.3,0.00603,,
1/10/2005,15:00:00,2.4,2.095,19.3,0.00604,,
1/10/2005,16:00:00,2.4,2.095,17.4,0.00546,,
1/10/2005,17:00:00,2.0,1.746,17.0,0.00532,,
1/10/2005,18:00:00,2.0,1.746,17.1,0.00535,,
1/10/2005,19:00:00,3.1,2.706,16.4,0.00514,,
1/10/2005,20:00:00,3.3,2.881,17.3,0.00540,,
1/10/2005,21:00:00,3.3,2.881,14.6,0.00458,,
1/10/2005,22:00:00,2.6,2.270,11.9,0.00373,,
1/10/2005,23:00:00,1.7,1.484,7.3,0.00229,,
1/11/2005,0:00:00,1.8,1.571,7.7,0.00242,,
1/11/2005,1:00:00,1.5,1.309,4.9,0.00152,,
1/11/2005,2:00:00,1.1,0.960,3.9,0.00123,,
1/11/2005,3:00:00,0.9,0.786,2.1,0.00066,,
1/11/2005,4:00:00,0.7,0.611,2.9,0.00090,,
1/11/2005,5:00:00,0.7,0.611,2.6,0.00082,,
1/11/2005,6:00:00,0.9,0.786,3.3,0.00103,,
1/11/2005,7:00:00,1.3,1.135,5.2,0.00163,,
1/11/2005,8:00:00,3.2,2.793,19.0,0.00594,,
1/11/2005,9:00:00,5.1,4.452,26.5,0.00829,,
1/11/2005,10:00:00,3.7,3.230,15.3,0.00479,,
1/11/2005,11:00:00,3.2,2.793,15.6,0.00487,,
1/11/2005,12:00:00,3.1,2.706,16.4,0.00513,,
1/11/2005,13:00:00,3.0,2.619,16.1,0.00506,,
1/11/2005,14:00:00,3.6,3.142,18.8,0.00587,,
1/11/2005,15:00:00,3.2,2.793,18.0,0.00563,,
1/11/2005,16:00:00,3.9,3.404,20.1,0.00629,,
1/11/2005,17:00:00,3.4,2.968,17.6,0.00551,,
1/11/2005,18:00:00,3.9,3.404,19.3,0.00604,,
1/11/2005,19:00:00,3.6,3.142,19.7,0.00617,,
1/11/2005,20:00:00,4.7,4.103,24.5,0.00766,,
1/11/2005,21:00:00,4.1,3.579,18.4,0.00576,,
1/11/2005,22:00:00,3.4,2.968,16.6,0.00518,,
1/11/2005,23:00:00,3.5,3.055,16.2,0.00507,,
1/12/2005,0:00:00,1.2,1.047,9.6,0.00301,,
1/12/2005,1:00:00,2.4,2.095,11.4,0.00357,,
1/12/2005,2:00:00,2.1,1.833,9.1,0.00283,,
1/12/2005,3:00:00,1.1,0.960,4.3,0.00136,,
1/12/2005,4:00:00,-200,-174.581,4.2,0.00132,,
1/12/2005,5:00:00,1.0,0.873,4.7,0.00146,,
1/12/2005,6:00:00,1.4,1.222,7.3,0.00227,,
1/12/2005,7:00:00,1.8,1.571,9.3,0.00291,,
1/12/2005,8:00:00,3.8,3.317,17.8,0.00558,,
1/12/2005,9:00:00,4.1,3.579,20.1,0.00628,,
1/12/2005,10:00:00,4.4,3.841,19.6,0.00614,,
1/12/2005,11:00:00,3.5,3.055,16.5,0.00517,,
1/12/2005,12:00:00,3.5,3.055,17.3,0.00541,,
1/12/2005,13:00:00,3.8,3.317,17.7,0.00554,,
1/12/2005,14:00:00,3.1,2.706,15.2,0.00475,,
1/12/2005,15:00:00,3.4,2.968,18.2,0.00569,,
1/12/2005,16:00:00,3.3,2.881,17.2,0.00538,,
1/12/2005,17:00:00,3.4,2.968,17.6,0.00549,,
1/12/2005,18:00:00,4.7,4.103,25.4,0.00796,,
1/12/2005,19:00:00,5.7,4.976,28.4,0.00887,,
1/12/2005,20:00:00,5.6,4.888,27.5,0.00862,,
1/12/2005,21:00:00,5.9,5.150,23.3,0.00730,,
1/12/2005,22:00:00,3.6,3.142,15.2,0.00475,,
1/12/2005,23:00:00,2.5,2.182,11.1,0.00349,,
1/13/2005,0:00:00,2.9,2.531,11.5,0.00360,,
1/13/2005,1:00:00,2.5,2.182,10.2,0.00319,,
1/13/2005,2:00:00,1.7,1.484,6.0,0.00189,,
1/13/2005,3:00:00,1.6,1.397,6.3,0.00196,,
1/13/2005,4:00:00,1.1,0.960,3.7,0.00116,,
1/13/2005,5:00:00,0.9,0.786,3.2,0.00101,,
1/13/2005,6:00:00,1.0,0.873,3.7,0.00116,,
1/13/2005,7:00:00,1.6,1.397,8.0,0.00251,,
1/13/2005,8:00:00,3.1,2.706,16.3,0.00511,,
1/13/2005,9:00:00,4.1,3.579,24.0,0.00751,,
1/13/2005,10:00:00,3.9,3.404,15.7,0.00491,,
1/13/2005,11:00:00,3.6,3.142,16.5,0.00517,,
1/13/2005,12:00:00,3.2,2.793,12.8,0.00401,,
